Adresse,PrixID,CodePostal,ID,Latitude,Longitude,PrixNom,Ville,PrixValeur,iris_code,DISP_TP6020,DISP_Q120,DISP_MED20
 Grande Rue de Randan,5.0,42110,42110004,45.74069,4.21736,E10,FEURS,1.8881171875,420940101,"14,2",16490,20890
RN 89,1.0,42110,42110006,45.743,4.208,Gazole,FEURS,1.8742018633540372,420940101,"14,2",16490,20890
RN 89,4.0,42110,42110006,45.743,4.208,GPLc,FEURS,1.014,420940101,"14,2",16490,20890
RN 89,5.0,42110,42110006,45.743,4.208,E10,FEURS,1.9272546583850927,420940101,"14,2",16490,20890
RN 89,6.0,42110,42110006,45.743,4.208,SP98,FEURS,2.0038913043478264,420940101,"14,2",16490,20890
 Lotissement la Chaud,1.0,43600,43600002,45.24806,4.24106,Gazole,SAINTE-SIGOLèNE,1.8181935483870968,432240102,s,18300,22460
 Lotissement la Chaud,3.0,43600,43600002,45.24806,4.24106,E85,SAINTE-SIGOLèNE,1.1391111111111112,432240102,s,18300,22460
 Lotissement la Chaud,5.0,43600,43600002,45.24806,4.24106,E10,SAINTE-SIGOLèNE,1.8491052631578948,432240102,s,18300,22460
 Lotissement la Chaud,6.0,43600,43600002,45.24806,4.24106,SP98,SAINTE-SIGOLèNE,1.9158,432240102,s,18300,22460
Lieu-dit Chanibeau,1.0,43600,43600003,45.251,4.215,Gazole,Sainte-Sigolène,1.784014705882353,432240102,s,18300,22460
Lieu-dit Chanibeau,5.0,43600,43600003,45.251,4.215,E10,Sainte-Sigolène,1.8234333333333328,432240102,s,18300,22460
Lieu-dit Chanibeau,6.0,43600,43600003,45.251,4.215,SP98,Sainte-Sigolène,1.893490909090909,432240102,s,18300,22460
 Route de Bitche,1.0,57200,57200004,49.11719,7.10084,Gazole,SARREGUEMINES,1.803538461538461,576310109,ns,ns,ns
 Route de Bitche,2.0,57200,57200004,49.11719,7.10084,SP95,SARREGUEMINES,1.8937758620689653,576310109,ns,ns,ns
 Route de Bitche,3.0,57200,57200004,49.11719,7.10084,E85,SARREGUEMINES,1.0266086956521738,576310109,ns,ns,ns
 Route de Bitche,4.0,57200,57200004,49.11719,7.10084,GPLc,SARREGUEMINES,0.997,576310109,ns,ns,ns
 Route de Bitche,5.0,57200,57200004,49.11719,7.10084,E10,SARREGUEMINES,1.8493387096774196,576310109,ns,ns,ns
 Route de Bitche,6.0,57200,57200004,49.11719,7.10084,SP98,SARREGUEMINES,1.927107142857143,576310109,ns,ns,ns
 Route de Comines,1.0,59890,59890001,50.71687,3.0016,Gazole,QUESNOY-SUR-DEûLE,1.8123513513513516,594820101,"8,1",19530,25350
 Route de Comines,5.0,59890,59890001,50.71687,3.0016,E10,QUESNOY-SUR-DEûLE,1.8856666666666664,594820101,"8,1",19530,25350
 Route de Comines,6.0,59890,59890001,50.71687,3.0016,SP98,QUESNOY-SUR-DEûLE,1.9432727272727277,594820101,"8,1",19530,25350
 Route de Pauillac,1.0,33290,33290001,44.94839,-0.63068,Gazole,LE PIAN-MéDOC,1.7743819444444444,333220101,s,20560,26420
 Route de Pauillac,3.0,33290,33290001,44.94839,-0.63068,E85,LE PIAN-MéDOC,1.0862222222222222,333220101,s,20560,26420
 Route de Pauillac,5.0,33290,33290001,44.94839,-0.63068,E10,LE PIAN-MéDOC,1.8382142857142856,333220101,s,20560,26420
 Route de Pauillac,6.0,33290,33290001,44.94839,-0.63068,SP98,LE PIAN-MéDOC,1.9396324786324788,333220101,s,20560,26420
Route de Pauillac,1.0,33290,33290003,44.95436,-0.62917,Gazole,LE PIAN-MéDOC,1.7558014184397164,333220101,s,20560,26420
