ID;Latitude;Longitude;CodePostal;Adresse;Ville;PrixNom;PrixID;PrixValeur,mean;Colonne1
61230002;4878400;29500;61230;Route d'AlenÃ§on;GACÃ©;Gazole;1;1530,727273;1,530727273
61230002;4878400;29500;61230;Route d'AlenÃ§on;GACÃ©;E10;5;1606;1,606
61230002;4878400;29500;61230;Route d'AlenÃ§on;GACÃ©;SP98;6;1716;1,716
61230005;4879500;29500;61230;ROUTE D'ALENCON;GACE;Gazole;1;1509,3;1,5093
61230005;4879500;29500;61230;ROUTE D'ALENCON;GACE;E10;5;1595,545455;1,595545455
61230005;4879500;29500;61230;ROUTE D'ALENCON;GACE;SP98;6;1689,5;1,6895
61240001;4870600;22300;61240;RN 138;NONANT-LE-PIN;Gazole;1;1509,714286;1,509714286
61240001;4870600;22300;61240;RN 138;NONANT-LE-PIN;E10;5;1603,944444;1,603944444
61240001;4870600;22300;61240;RN 138;NONANT-LE-PIN;SP98;6;1713,944444;1,713944444
61250002;4843500;5400;61250;28 Rue d'AlenÃ§on;CondÃ©-sur-Sarthe;Gazole;1;1510,923077;1,510923077
61250002;4843500;5400;61250;28 Rue d'AlenÃ§on;CondÃ©-sur-Sarthe;E10;5;1560,071429;1,560071429
61250002;4843500;5400;61250;28 Rue d'AlenÃ§on;CondÃ©-sur-Sarthe;SP98;6;1668,142857;1,668142857
61250003;4845673,839;12705,8789;61250;AUTOROUTE A28 - AIRE DE LA DENTELLE D'ALENÃ‡ON;VALFRAMBERT;Gazole;1;1592,888889;1,592888889
61250003;4845673,839;12705,8789;61250;AUTOROUTE A28 - AIRE DE LA DENTELLE D'ALENÃ‡ON;VALFRAMBERT;GPLc;4;983,7777778;0,983777778
61250003;4845673,839;12705,8789;61250;AUTOROUTE A28 - AIRE DE LA DENTELLE D'ALENÃ‡ON;VALFRAMBERT;E10;5;1670,666667;1,670666667
61250003;4845673,839;12705,8789;61250;AUTOROUTE A28 - AIRE DE LA DENTELLE D'ALENÃ‡ON;VALFRAMBERT;SP98;6;1780,666667;1,780666667
61290002;4852700;75000;61290;19 BIS RUE DU DOCTEUR JEAN VIVARES;LONGNY AU PERCHE;Gazole;1;1432,307692;1,432307692
61290002;4852700;75000;61290;19 BIS RUE DU DOCTEUR JEAN VIVARES;LONGNY AU PERCHE;E10;5;1517,076923;1,517076923
61290002;4852700;75000;61290;19 BIS RUE DU DOCTEUR JEAN VIVARES;LONGNY AU PERCHE;SP98;6;1584,153846;1,584153846
61300002;4876400;61900;61300;3 Avenue Comtesse de SÃ©gur;L'Aigle;Gazole;1;1394,375;1,394375
61300002;4876400;61900;61300;3 Avenue Comtesse de SÃ©gur;L'Aigle;SP95;2;1505,8;1,5058
61302001;4876223;65070;61300;Route de Paris;L'AIGLE;Gazole;1;1393,133333;1,393133333
61302001;4876223;65070;61300;Route de Paris;L'AIGLE;SP95;2;1520,372093;1,520372093
61302001;4876223;65070;61300;Route de Paris;L'AIGLE;E10;5;1474,719298;1,474719298
61302001;4876223;65070;61300;Route de Paris;L'AIGLE;SP98;6;1550,045455;1,550045455
61320002;4857000;-15000;61320;ROUTE DE LA FERTE MACE;Carrouges;Gazole;1;1566,666667;1,566666667
61320002;4857000;-15000;61320;ROUTE DE LA FERTE MACE;Carrouges;SP95;2;1701,666667;1,701666667
61400001;4852700;53400;61400;Route d'AlenÃ§on Ancienne RN 12;SAINT-LANGIS-LÃ¨S-MORTAGNE;Gazole;1;1427,647059;1,427647059
61400001;4852700;53400;61400;Route d'AlenÃ§on Ancienne RN 12;SAINT-LANGIS-LÃ¨S-MORTAGNE;SP95;2;1555,636364;1,555636364
61400001;4852700;53400;61400;Route d'AlenÃ§on Ancienne RN 12;SAINT-LANGIS-LÃ¨S-MORTAGNE;SP98;6;1585;1,585
61400002;4853200;51300;61400;LES GAILLONS;SAINT-LANGIS-LÃ¨S-MORTAGNE;Gazole;1;1518,153846;1,518153846
61400002;4853200;51300;61400;LES GAILLONS;SAINT-LANGIS-LÃ¨S-MORTAGNE;E10;5;1558,571429;1,558571429
61400002;4853200;51300;61400;LES GAILLONS;SAINT-LANGIS-LÃ¨S-MORTAGNE;SP98;6;1707,571429;1,707571429
61400003;4850800;56100;61400;Route de Remalard;MORTAGNE-AU-PERCHE;Gazole;1;1437,173913;1,437173913
61400003;4850800;56100;61400;Route de Remalard;MORTAGNE-AU-PERCHE;E85;3;639;0,639
